OBJECTID,Provider Number,dist_apart,match source,matching_uuid
3197,390267,0,top dist and str match,3197-390267
3198,390265,0,dist threshhold,3198-390265
3199,393302,0,dist threshhold,3199-393302
3200,390002,0,top dist and str match,3200-390002
3201,390028,0,dist threshhold,3201-390028
3202,390032,46,dist threshhold,3202-390032
3203,390037,45,dist threshhold,3203-390037
3204,390050,0,dist threshhold,3204-390050
3205,390163,0,dist threshhold,3205-390163
3206,390036,0,top dist and str match,3206-390036
3207,390117,0,dist threshhold,3207-390117
3208,390096,17,dist threshhold,3208-390096
3209,390316,0,dist threshhold,3209-390316
3210,390044,0,dist threshhold,3210-390044
3211,390062,0,dist threshhold,3211-390062
3213,390073,37,dist threshhold,3213-390073
3214,390079,0,dist threshhold,3214-390079
3215,391305,0,dist threshhold,3215-391305
3216,390236,0,dist threshhold,3216-390236
3217,390258,0,top dist and str match,3217-390258
3218,390203,0,dist threshhold,3218-390203
3219,390322,0,dist threshhold,3219-390322
3220,390070,0,dist threshhold,3220-390070
3221,390035,0,dist threshhold,3221-390035
3222,390057,0,dist threshhold,3222-390057
3223,390168,33,dist threshhold,3223-390168
3224,390130,0,dist threshhold,3224-390130
3225,390110,0,dist threshhold,3225-390110
3226,390194,22,dist threshhold,3226-390194
3227,390268,0,dist threshhold,3227-390268
3228,390220,87,dist threshhold,3228-390220
3229,390076,0,dist threshhold,3229-390076
3230,390127,0,dist threshhold,3230-390127
3231,390179,17,top dist and str match,3231-390179
3232,390153,0,dist threshhold,3232-390153
3234,390093,0,top dist and str match,3234-390093
3235,390086,0,dist threshhold,3235-390086
3236,390052,0,dist threshhold,3236-390052
3237,390071,0,dist threshhold,3237-390071
3238,390072,0,dist threshhold,3238-390072
3239,390003,0,dist threshhold,3239-390003
3240,390113,866,top dist and str match,3240-390113
3241,390122,0,top dist and str match,3241-390122
3242,390004,0,top dist and str match,3242-390004
3243,390058,0,dist threshhold,3243-390058
3244,390067,397,top dist and str match,3244-390067
3245,390256,0,dist threshhold,3245-390256
3246,390222,0,dist threshhold,3246-390222
3247,390081,0,dist threshhold,3247-390081
3248,390139,0,dist threshhold,3248-390139
3249,390156,0,top dist and str match,3249-390156
3250,390180,0,dist threshhold,3250-390180
3251,390154,0,normalized average,3251-390154
3252,390198,0,dist threshhold,3252-390198
3253,391308,0,dist threshhold,3253-391308
3255,390063,0,top dist and str match,3255-390063
3256,390009,0,dist threshhold,3256-390009
3257,390041,17,dist threshhold,3257-390041
3258,390184,0,dist threshhold,3258-390184
3259,390151,0,dist threshhold,3259-390151
3260,390138,0,dist threshhold,3260-390138
3261,391303,0,dist threshhold,3261-391303
3262,390150,0,dist threshhold,3262-390150
3263,390056,0,dist threshhold,3263-390056
3264,390173,0,dist threshhold,3264-390173
3265,391312,0,dist threshhold,3265-391312
3266,390199,0,dist threshhold,3266-390199
3267,390237,0,top dist and str match,3267-390237
3268,390119,0,top dist and str match,3268-390119
3269,390001,0,dist threshhold,3269-390001
3270,390068,240,top dist and str match,3270-390068
3271,390100,0,dist threshhold,3271-390100
3272,390225,0,dist threshhold,3272-390225
3273,390016,0,dist threshhold,3273-390016
3275,390066,0,dist threshhold,3275-390066
3277,390197,35,dist threshhold,3277-390197
3279,390314,80,dist threshhold,3279-390314
3280,390321,0,dist threshhold,3280-390321
3281,390270,0,dist threshhold,3281-390270
3282,390185,0,dist threshhold,3282-390185
3283,390137,0,top dist and str match,3283-390137
3285,391300,0,dist threshhold,3285-391300
3286,391301,84,dist threshhold,3286-391301
3287,390045,0,dist threshhold,3287-390045
3288,390104,0,dist threshhold,3288-390104
3289,390118,0,dist threshhold,3289-390118
3290,390178,0,dist threshhold,3290-390178
3291,390211,0,dist threshhold,3291-390211
3292,390266,0,dist threshhold,3292-390266
3293,390307,0,dist threshhold,3293-390307
3294,390048,0,dist threshhold,3294-390048
3295,390201,21,dist threshhold,3295-390201
3296,390195,0,dist threshhold,3296-390195
3297,390272,130,top dist and str match,3297-390272
3298,390278,0,dist threshhold,3298-390278
3299,390231,0,dist threshhold,3299-390231
3300,390116,2,dist threshhold,3300-390116
3301,390123,0,dist threshhold,3301-390123
3302,390329,0,dist threshhold,3302-390329
3303,390097,0,dist threshhold,3303-390097
3304,390012,0,dist threshhold,3304-390012
3305,390006,0,top dist and str match,3305-390006
3307,390162,0,top dist and str match,3307-390162
3308,390196,100,normalized average,3308-390196
3309,390204,0,dist threshhold,3309-390204
3310,390226,0,top dist and str match,3310-390226
3311,390223,0,top dist and str match,3311-390223
3312,390304,0,dist threshhold,3312-390304
3313,390312,16,dist threshhold,3313-390312
3316,390111,0,dist threshhold,3316-390111
3317,390174,0,top dist and str match,3317-390174
3318,390142,0,dist threshhold,3318-390142
3319,390025,0,dist threshhold,3319-390025
3320,390026,1485,top dist and str match,3320-390026
3321,390027,0,top dist and str match,3321-390027
3322,391313,0,dist threshhold,3322-391313
3323,390183,11,dist threshhold,3323-390183
3324,390030,0,dist threshhold,3324-390030
3325,390031,0,dist threshhold,3325-390031
3326,390039,0,dist threshhold,3326-390039
3327,390112,0,dist threshhold,3327-390112
3328,391306,0,dist threshhold,3328-391306
3329,390043,31,top dist and str match,3329-390043
3330,390013,0,dist threshhold,3330-390013
3331,390091,0,dist threshhold,3331-390091
3332,390146,0,dist threshhold,3332-390146
3333,390147,0,dist threshhold,3333-390147
3334,390160,0,dist threshhold,3334-390160
3335,390042,0,dist threshhold,3335-390042
3336,390125,0,dist threshhold,3336-390125
3337,390145,0,dist threshhold,3337-390145
3338,390217,0,dist threshhold,3338-390217
3340,390192,0,dist threshhold,3340-390192
3341,390233,0,dist threshhold,3341-390233
3343,390046,0,dist threshhold,3343-390046
6078,390331,0,top dist and str match,6078-390331
6094,394053,0,dist threshhold,6094-394053
6150,390330,0,dist threshhold,6150-390330
6174,393056,0,dist threshhold,6174-393056
6184,393055,0,dist threshhold,6184-393055
6328,392024,0,dist threshhold,6328-392024
6340,394055,0,dist threshhold,6340-394055
5007,393040,0,dist threshhold,5007-393040
5035,392039,0,normalized average,5035-392039
5047,393025,0,dist threshhold,5047-393025
5109,393047,0,dist threshhold,5109-393047
5151,392044,0,top dist and str match,5151-392044
5153,392031,0,dist threshhold,5153-392031
5161,391304,0,dist threshhold,5161-391304
5191,390132,0,dist threshhold,5191-390132
5192,391307,0,dist threshhold,5192-391307
5212,394040,0,dist threshhold,5212-394040
5260,392027,0,dist threshhold,5260-392027
5263,394049,0,dist threshhold,5263-394049
5300,392033,0,dist threshhold,5300-392033
5308,394033,0,dist threshhold,5308-394033
5380,393036,0,dist threshhold,5380-393036
5417,393046,0,top dist and str match,5417-393046
5424,394038,0,dist threshhold,5424-394038
5428,394004,1938,top dist and str match,5428-394004
5434,393053,0,dist threshhold,5434-393053
5443,394050,0,dist threshhold,5443-394050
5451,391309,0,dist threshhold,5451-391309
5479,394043,0,top dist and str match,5479-394043
5538,392036,0,top dist and str match,5538-392036
5539,394014,0,dist threshhold,5539-394014
5545,392045,0,top dist and str match,5545-392045
5553,394034,0,dist threshhold,5553-394034
5603,390115,66,dist threshhold,5603-390115
5640,393309,0,top dist and str match,5640-393309
5729,390326,0,dist threshhold,5729-390326
5760,394052,0,dist threshhold,5760-394052
5761,390323,0,dist threshhold,5761-390323
5764,390328,0,dist threshhold,5764-390328
5771,390327,0,dist threshhold,5771-390327
5874,390325,0,dist threshhold,5874-390325
5875,390324,0,dist threshhold,5875-390324
4271,400079,0,dist threshhold,4271-400079
4272,400018,158,top dist and str match,4272-400018
4274,400087,475,normalized average,4274-400087
4278,400109,614,top dist and str match,4278-400109
4279,400104,0,dist threshhold,4279-400104
4280,400120,0,dist threshhold,4280-400120
4281,400015,577,normalized average,4281-400015
4283,400131,664,normalized average,4283-400131
4286,400011,607,top dist and str match,4286-400011
4288,400010,620,normalized average,4288-400010
4294,400111,56,dist threshhold,4294-400111
4298,400022,385,top dist and str match,4298-400022
4301,400126,142,top dist and str match,4301-400126
4306,400004,712,top dist and str match,4306-400004
4311,404005,652,top dist and str match,4311-404005
4315,400001,129,top dist and str match,4315-400001
4316,400115,480,top dist and str match,4316-400115
4317,400110,0,dist threshhold,4317-400110
4863,404007,305,top dist and str match,4863-404007
6027,400103,582,normalized average,6027-400103
6296,403027,76,dist threshhold,6296-403027
5767,400130,986,top dist and str match,5767-400130
4282,400013,1696,top dist and str match,4282-400013
4284,400009,600,normalized average,4284-400009
4308,400098,175,top dist and str match,4308-400098
6417,400112,550,normalized average,6417-400112
5351,403026,305,top dist and str match,5351-403026
4890,412001,27,dist threshhold,4890-412001
3344,410009,0,dist threshhold,3344-410009
3345,410006,0,dist threshhold,3345-410006
3347,410010,82,top dist and str match,3347-410010
3348,410011,0,dist threshhold,3348-410011
3349,410012,0,dist threshhold,3349-410012
3350,410004,0,dist threshhold,3350-410004
3351,410005,0,dist threshhold,3351-410005
3352,410013,0,dist threshhold,3352-410013
3353,410008,0,dist threshhold,3353-410008
5233,414003,0,dist threshhold,5233-414003
5251,414000,0,dist threshhold,5251-414000
5295,413025,0,dist threshhold,5295-413025
4497,422006,0,top dist and str match,4497-422006
4556,423026,0,top dist and str match,4556-423026
4664,423027,0,dist threshhold,4664-423027
4740,424007,0,dist threshhold,4740-424007
4843,422007,0,top dist and str match,4843-422007
4846,423025,0,top dist and str match,4846-423025
4908,422004,0,top dist and str match,4908-422004
4920,423030,0,dist threshhold,4920-423030
3354,421301,0,dist threshhold,3354-421301
3355,420082,0,dist threshhold,3355-420082
3356,420027,0,dist threshhold,3356-420027
3357,420067,0,dist threshhold,3357-420067
3358,420080,0,dist threshhold,3358-420080
3360,420065,0,dist threshhold,3360-420065
3361,420087,0,normalized average,3361-420087
3362,420089,0,dist threshhold,3362-420089
3363,420004,59,top dist and str match,3363-420004
3364,420043,0,dist threshhold,3364-420043
3365,420019,0,dist threshhold,3365-420019
3366,420062,0,top dist and str match,3366-420062
3367,420109,0,normalized average,3367-420109
3368,420030,0,dist threshhold,3368-420030
3369,420010,0,dist threshhold,3369-420010
3370,420057,7,dist threshhold,3370-420057
3371,420005,0,dist threshhold,3371-420005
3372,421304,0,dist threshhold,3372-421304
3373,420091,0,normalized average,3373-420091
3374,420066,0,dist threshhold,3374-420066
3375,420051,0,top dist and str match,3375-420051
3376,420020,0,dist threshhold,3376-420020
3377,420098,0,dist threshhold,3377-420098
3378,420102,0,dist threshhold,3378-420102
3379,420103,0,dist threshhold,3379-420103
3380,420078,100,top dist and str match,3380-420078
3382,420033,0,dist threshhold,3382-420033
3383,420037,0,dist threshhold,3383-420037
3384,420071,0,dist threshhold,3384-420071
3385,420072,0,dist threshhold,3385-420072
3386,420105,0,top dist and str match,3386-420105
3387,420085,57,dist threshhold,3387-420085
3388,420049,0,normalized average,3388-420049
3389,420101,0,dist threshhold,3389-420101
3390,420048,0,dist threshhold,3390-420048
3391,420036,39,dist threshhold,3391-420036
3392,420038,0,dist threshhold,3392-420038
3393,420073,15,top dist and str match,3393-420073
3394,420055,0,dist threshhold,3394-420055
3395,420053,0,dist threshhold,3395-420053
3396,420009,0,dist threshhold,3396-420009
3397,420068,0,dist threshhold,3397-420068
3398,420011,134,top dist and str match,3398-420011
3399,420015,0,dist threshhold,3399-420015
3400,420018,0,normalized average,3400-420018
3401,420026,0,dist threshhold,3401-420026
3404,420083,0,dist threshhold,3404-420083
3405,420007,0,top dist and str match,3405-420007
3406,420070,0,dist threshhold,3406-420070
3407,420039,5,top dist and str match,3407-420039
3408,421303,0,dist threshhold,3408-421303
3409,420002,0,top dist and str match,3409-420002
6041,423031,0,dist threshhold,6041-423031
6158,424014,0,dist threshhold,6158-424014
5094,422005,0,dist threshhold,5094-422005
5108,424010,0,dist threshhold,5108-424010
5121,424008,0,top dist and str match,5121-424008
5135,423028,0,top dist and str match,5135-423028
5141,422009,0,top dist and str match,5141-422009
5179,424005,0,dist threshhold,5179-424005
5273,424006,0,dist threshhold,5273-424006
5362,422008,0,dist threshhold,5362-422008
5370,421300,0,dist threshhold,5370-421300
5557,424002,97,normalized average,5557-424002
5608,423029,0,dist threshhold,5608-423029
5609,420104,0,dist threshhold,5609-420104
5635,423300,0,top dist and str match,5635-423300
5772,420106,0,dist threshhold,5772-420106
5930,424013,0,dist threshhold,5930-424013
4359,431319,0,dist threshhold,4359-431319
4414,431302,0,dist threshhold,4414-431302
4476,431311,0,dist threshhold,4476-431311
4555,431314,0,dist threshhold,4555-431314
4838,431308,0,dist threshhold,4838-431308
4840,431307,0,dist threshhold,4840-431307
4885,434003,0,dist threshhold,4885-434003
4974,431309,0,dist threshhold,4974-431309
3410,431335,0,dist threshhold,3410-431335
3411,431317,0,dist threshhold,3411-431317
3412,430008,0,dist threshhold,3412-430008
3413,430014,0,dist threshhold,3413-430014
3414,431329,0,dist threshhold,3414-431329
3415,431306,0,dist threshhold,3415-431306
3416,431315,0,dist threshhold,3416-431315
3417,431336,11,dist threshhold,3417-431336
3418,430005,0,dist threshhold,3418-430005
3419,431323,124,top dist and str match,3419-431323
3420,430013,0,dist threshhold,3420-430013
3422,431318,0,dist threshhold,3422-431318
3423,431322,0,dist threshhold,3423-431322
3424,431326,207,top dist and str match,3424-431326
3425,431338,202,top dist and str match,3425-431338
3426,431337,0,dist threshhold,3426-431337
3427,430015,0,dist threshhold,3427-430015
3428,431330,0,dist threshhold,3428-431330
3429,431324,0,dist threshhold,3429-431324
3430,431332,0,dist threshhold,3430-431332
3431,431300,0,dist threshhold,3431-431300
3432,431320,30,dist threshhold,3432-431320
3433,430048,0,top dist and str match,3433-430048
3434,430095,0,dist threshhold,3434-430095
3435,431321,74,dist threshhold,3435-431321
3438,430027,0,top dist and str match,3438-430027
3440,430090,0,top dist and str match,3440-430090
3441,431331,0,dist threshhold,3441-431331
3442,431310,0,dist threshhold,3442-431310
3443,430082,0,dist threshhold,3443-430082
3444,430093,0,top dist and str match,3444-430093
3445,430091,0,dist threshhold,3445-430091
3446,430077,0,top dist and str match,3446-430077
3447,430081,0,dist threshhold,3447-430081
3448,431316,0,dist threshhold,3448-431316
3450,431334,0,dist threshhold,3450-431334
3451,430089,0,dist threshhold,3451-430089
3452,431325,0,dist threshhold,3452-431325
3453,430096,0,dist threshhold,3453-430096
3454,430012,0,dist threshhold,3454-430012
5005,431327,6,dist threshhold,5005-431327
5069,431333,0,dist threshhold,5069-431333
5099,431301,0,dist threshhold,5099-431301
5164,433300,0,dist threshhold,5164-433300
5174,431328,0,dist threshhold,5174-431328
5183,431305,0,dist threshhold,5183-431305
5254,431312,0,dist threshhold,5254-431312
5378,431313,0,dist threshhold,5378-431313
5407,431339,0,dist threshhold,5407-431339
5937,430097,63,dist threshhold,5937-430097
4321,440183,0,top dist and str match,4321-440183
4491,442010,90,top dist and str match,4491-442010
4627,442007,0,dist threshhold,4627-442007
4634,441303,0,dist threshhold,4634-441303
4786,442012,0,normalized average,4786-442012
4790,444010,0,top dist and str match,4790-444010
4792,444001,0,top dist and str match,4792-444001
4793,444014,0,dist threshhold,4793-444014
4878,443030,0,top dist and str match,4878-443030
4894,443031,0,dist threshhold,4894-443031
4968,444002,0,dist threshhold,4968-444002
4999,443302,0,dist threshhold,4999-443302
3455,440034,0,top dist and str match,3455-440034
3456,440137,0,dist threshhold,3456-440137
3457,441316,0,dist threshhold,3457-441316
3458,440011,0,dist threshhold,3458-440011
3460,440180,0,dist threshhold,3460-440180
3461,440033,0,dist threshhold,3461-440033
3462,440200,0,dist threshhold,3462-440200
3463,440016,0,dist threshhold,3463-440016
3464,440018,0,dist threshhold,3464-440018
3465,441311,0,dist threshhold,3465-441311
3466,440057,0,dist threshhold,3466-440057
3467,440153,0,dist threshhold,3467-440153
3468,440144,0,dist threshhold,3468-440144
3469,440007,0,normalized average,3469-440007
3470,440009,0,dist threshhold,3470-440009
3471,440081,0,dist threshhold,3471-440081
3472,440082,87,dist threshhold,3472-440082
3473,440111,0,dist threshhold,3473-440111
3474,440039,0,top dist and str match,3474-440039
3475,440006,0,dist threshhold,3475-440006
3476,440218,0,top dist and str match,3476-440218
3477,440197,0,dist threshhold,3477-440197
3478,440161,0,dist threshhold,3478-440161
3479,440133,0,top dist and str match,3479-440133
3480,440150,0,dist threshhold,3480-440150
3482,440070,0,dist threshhold,3482-440070
3483,440148,0,dist threshhold,3483-440148
3484,440046,0,dist threshhold,3484-440046
3485,440072,0,dist threshhold,3485-440072
3486,440058,81,dist threshhold,3486-440058
3487,440060,0,dist threshhold,3487-440060
3488,440020,0,dist threshhold,3488-440020
3489,440025,0,dist threshhold,3489-440025
3490,440050,0,dist threshhold,3490-440050
3491,440030,0,top dist and str match,3491-440030
3493,440104,0,top dist and str match,3493-440104
3494,440162,0,top dist and str match,3494-440162
3495,440156,0,top dist and str match,3495-440156
3496,441313,0,dist threshhold,3496-441313
3497,440181,0,top dist and str match,3497-440181
3498,440109,0,dist threshhold,3498-440109
3499,440032,12,dist threshhold,3499-440032
3500,440008,0,dist threshhold,3500-440008
3501,440132,0,dist threshhold,3501-440132
3502,441300,0,dist threshhold,3502-441300
3503,440232,0,top dist and str match,3503-440232
3504,440056,0,dist threshhold,3504-440056
3505,441304,0,dist threshhold,3505-441304
3506,440173,0,dist threshhold,3506-440173
3507,440125,0,top dist and str match,3507-440125
3508,440015,0,dist threshhold,3508-440015
3509,441314,85,dist threshhold,3509-441314
3510,440175,0,dist threshhold,3510-440175
3511,440102,0,dist threshhold,3511-440102
3512,440110,43,dist threshhold,3512-440110
3513,440068,0,dist threshhold,3513-440068
3514,441305,0,dist threshhold,3514-441305
3515,440189,0,dist threshhold,3515-440189
3516,440002,43,top dist and str match,3516-440002
3517,441309,0,dist threshhold,3517-441309
3518,440073,0,dist threshhold,3518-440073
3519,440084,0,dist threshhold,3519-440084
3520,440035,0,dist threshhold,3520-440035
3521,440130,0,dist threshhold,3521-440130
3522,440187,0,dist threshhold,3522-440187
3523,440040,0,dist threshhold,3523-440040
3524,440059,0,dist threshhold,3524-440059
3525,441310,0,dist threshhold,3525-441310
3526,440031,0,dist threshhold,3526-440031
3527,440065,0,dist threshhold,3527-440065
3528,440053,0,dist threshhold,3528-440053
3529,440227,0,dist threshhold,3529-440227
3530,440235,0,top dist and str match,3530-440235
3531,440228,0,dist threshhold,3531-440228
3532,440152,0,top dist and str match,3532-440152
3533,444020,231,normalized average,3533-444020
3534,440159,0,dist threshhold,3534-440159
3536,440049,0,normalized average,3536-440049
3537,440186,0,normalized average,3537-440186
3538,440176,0,dist threshhold,3538-440176
3539,440017,37,top dist and str match,3539-440017
3540,440012,0,top dist and str match,3540-440012
3541,440003,0,dist threshhold,3541-440003
3542,440194,0,dist threshhold,3542-440194
3543,440131,0,dist threshhold,3543-440131
3544,441301,0,dist threshhold,3544-441301
3545,440001,0,dist threshhold,3545-440001
3546,440151,0,dist threshhold,3546-440151
3547,440063,0,dist threshhold,3547-440063
3549,440184,0,dist threshhold,3549-440184
3550,440010,0,dist threshhold,3550-440010
3551,440061,19,top dist and str match,3551-440061
3552,440192,0,dist threshhold,3552-440192
3553,440029,0,top dist and str match,3553-440029
3554,440193,0,dist threshhold,3554-440193
6001,440231,0,dist threshhold,6001-440231
6138,442017,0,top dist and str match,6138-442017
6179,443034,0,dist threshhold,6179-443034
6233,444023,0,dist threshhold,6233-444023
6320,444024,0,dist threshhold,6320-444024
6329,444025,0,dist threshhold,6329-444025
6338,443036,0,top dist and str match,6338-443036
6499,444026,0,dist threshhold,6499-444026
5060,443025,0,top dist and str match,5060-443025
5080,442011,24,normalized average,5080-442011
5092,443028,0,top dist and str match,5092-443028
5093,444008,0,dist threshhold,5093-444008
5124,442014,0,normalized average,5124-442014
5230,441306,0,dist threshhold,5230-441306
5285,442015,26,dist threshhold,5285-442015
5322,444003,0,top dist and str match,5322-444003
5401,443027,0,top dist and str match,5401-443027
5408,444004,0,dist threshhold,5408-444004
5514,444005,0,top dist and str match,5514-444005
5535,442016,0,top dist and str match,5535-442016
5541,443029,0,top dist and str match,5541-443029
5544,442006,0,dist threshhold,5544-442006
5614,443303,0,top dist and str match,5614-443303
5720,444007,0,top dist and str match,5720-444007
5737,443035,0,top dist and str match,5737-443035
5749,443033,0,dist threshhold,5749-443033
5846,444019,0,dist threshhold,5846-444019
5890,444021,0,dist threshhold,5890-444021
4344,451379,139,top dist and str match,4344-451379
4349,670010,0,top dist and str match,4349-670010
4350,670112,9,dist threshhold,4350-670112
4351,452109,0,normalized average,4351-452109
4352,452114,0,dist threshhold,4352-452114
4374,673025,0,normalized average,4374-673025
4380,451348,0,dist threshhold,4380-451348
4382,452110,0,dist threshhold,4382-452110
4383,454084,0,top dist and str match,4383-454084
4410,452108,0,dist threshhold,4410-452108
4416,452060,0,dist threshhold,4416-452060
4420,451338,0,dist threshhold,4420-451338
4432,452023,0,normalized average,4432-452023
4436,452016,0,dist threshhold,4436-452016
4457,454093,0,dist threshhold,4457-454093
4458,454076,0,dist threshhold,4458-454076
4459,454088,0,dist threshhold,4459-454088
4463,452095,0,top dist and str match,4463-452095
4469,451300,0,dist threshhold,4469-451300
4507,451308,0,dist threshhold,4507-451308
4508,451339,0,dist threshhold,4508-451339
4509,454104,0,dist threshhold,4509-454104
4516,452102,0,top dist and str match,4516-452102
4526,451325,0,dist threshhold,4526-451325
4530,452107,0,top dist and str match,4530-452107
4533,452018,0,top dist and str match,4533-452018
4545,454069,0,top dist and str match,4545-454069
4547,451304,0,dist threshhold,4547-451304
4553,453053,0,top dist and str match,4553-453053
4557,453040,0,dist threshhold,4557-453040
4562,454064,0,dist threshhold,4562-454064
4576,453092,0,top dist and str match,4576-453092
4578,451318,0,dist threshhold,4578-451318
4582,453048,0,dist threshhold,4582-453048
4587,454012,0,top dist and str match,4587-454012
4589,453065,0,top dist and str match,4589-453065
4590,454029,0,top dist and str match,4590-454029
4602,454122,0,top dist and str match,4602-454122
4608,454060,0,dist threshhold,4608-454060
4609,452068,0,top dist and str match,4609-452068
4610,452044,0,normalized average,4610-452044
4620,451375,0,dist threshhold,4620-451375
4653,451312,140,top dist and str match,4653-451312
4654,452051,0,top dist and str match,4654-452051
4660,451317,0,dist threshhold,4660-451317
4662,454083,0,top dist and str match,4662-454083
4674,453091,0,top dist and str match,4674-453091
4700,673027,0,top dist and str match,4700-673027
4710,451328,0,dist threshhold,4710-451328
4717,452059,10,top dist and str match,4717-452059
4726,452033,0,dist threshhold,4726-452033
4728,453302,0,top dist and str match,4728-453302
4736,454085,13,dist threshhold,4736-454085
4744,454103,0,dist threshhold,4744-454103
4767,452079,0,top dist and str match,4767-452079
4781,453072,0,top dist and str match,4781-453072
4811,453056,0,dist threshhold,4811-453056
4812,452034,0,dist threshhold,4812-452034
4820,453086,0,top dist and str match,4820-453086
4825,673038,0,top dist and str match,4825-673038
4827,454011,0,dist threshhold,4827-454011
4828,452083,0,dist threshhold,4828-452083
4864,452099,0,normalized average,4864-452099
4889,451335,0,dist threshhold,4889-451335
4891,451333,58,dist threshhold,4891-451333
4904,451372,0,dist threshhold,4904-451372
4905,451324,0,dist threshhold,4905-451324
4913,452062,0,top dist and str match,4913-452062
4930,451352,0,dist threshhold,4930-451352
4955,454109,0,normalized average,4955-454109
4958,451311,0,dist threshhold,4958-451311
4970,451329,0,dist threshhold,4970-451329
4976,451353,0,dist threshhold,4976-451353
4978,451351,0,dist threshhold,4978-451351
4979,451363,0,dist threshhold,4979-451363
4988,454018,0,top dist and str match,4988-454018
3555,450747,0,dist threshhold,3555-450747
3556,450144,0,dist threshhold,3556-450144
3557,452031,9,normalized average,3557-452031
3558,450484,0,dist threshhold,3558-450484
3559,450165,0,dist threshhold,3559-450165
3560,450253,39,dist threshhold,3560-450253
3561,450143,0,dist threshhold,3561-450143
3562,450586,0,dist threshhold,3562-450586
3563,450082,0,dist threshhold,3563-450082
3564,450054,48,dist threshhold,3564-450054
3565,450152,0,dist threshhold,3565-450152
3568,450780,0,dist threshhold,3568-450780
3569,450856,18,top dist and str match,3569-450856
3570,452090,25,normalized average,3570-452090
3571,450213,0,dist threshhold,3571-450213
3572,450058,0,top dist and str match,3572-450058
3573,450388,0,dist threshhold,3573-450388
3574,670054,0,top dist and str match,3574-670054
3575,670055,0,top dist and str match,3575-670055
3576,450052,65,top dist and str match,3576-450052
3577,450200,34,top dist and str match,3577-450200
3578,450801,92,normalized average,3578-450801
3579,450072,0,dist threshhold,3579-450072
3580,450299,0,top dist and str match,3580-450299
3581,450011,16,dist threshhold,3581-450011
3582,450834,0,dist threshhold,3582-450834
3583,451378,0,dist threshhold,3583-451378
3584,450587,0,dist threshhold,3584-450587
3585,451305,0,dist threshhold,3585-451305
3586,451365,0,dist threshhold,3586-451365
3587,451371,0,top dist and str match,3587-451371
3588,451356,0,dist threshhold,3588-451356
3589,450855,0,top dist and str match,3589-450855
3590,450662,0,top dist and str match,3590-450662
3591,450028,0,dist threshhold,3591-450028
3592,450033,0,dist threshhold,3592-450033
3593,451367,0,dist threshhold,3593-451367
3594,451350,0,dist threshhold,3594-451350
3595,451320,0,dist threshhold,3595-451320
3596,451319,6,dist threshhold,3596-451319
3597,450194,0,dist threshhold,3597-450194
3598,450369,0,dist threshhold,3598-450369
3599,451347,38,dist threshhold,3599-451347
3600,450890,0,top dist and str match,3600-450890
3601,450891,0,normalized average,3601-450891
3602,450853,0,top dist and str match,3602-450853
3603,450885,0,dist threshhold,3603-450885
3604,450840,0,top dist and str match,3604-450840
3605,450651,0,normalized average,3605-450651
3606,450771,0,top dist and str match,3606-450771
3607,450403,0,dist threshhold,3607-450403
3609,451355,0,dist threshhold,3609-451355
3610,450370,0,dist threshhold,3610-450370
3611,450234,0,top dist and str match,3611-450234
3612,450090,0,dist threshhold,3612-450090
3613,451331,0,dist threshhold,3613-451331
3614,450766,0,normalized average,3614-450766
3615,450723,0,top dist and str match,3615-450723
3616,450742,0,dist threshhold,3616-450742
3617,450678,83,top dist and str match,3617-450678
3618,450688,0,top dist and str match,3618-450688
3619,450647,19,top dist and str match,3619-450647
3621,450079,0,dist threshhold,3621-450079
3622,450822,0,dist threshhold,3622-450822
3623,450874,41,dist threshhold,3623-450874
3624,450889,0,top dist and str match,3624-450889
3626,450051,189,top dist and str match,3626-450051
3627,450044,127,top dist and str match,3627-450044
3629,450379,0,dist threshhold,3629-450379
3630,450462,0,top dist and str match,3630-450462
3632,450021,40,top dist and str match,3632-450021
3633,450015,0,normalized average,3633-450015
3634,670060,0,dist threshhold,3634-670060
3635,670049,0,dist threshhold,3635-670049
3636,450489,0,dist threshhold,3636-450489
3637,450155,0,dist threshhold,3637-450155
3638,450883,959,top dist and str match,3638-450883
3639,450634,0,top dist and str match,3639-450634
3641,450730,0,dist threshhold,3641-450730
3642,450669,0,dist threshhold,3642-450669
3643,450597,35,dist threshhold,3643-450597
3644,451346,0,dist threshhold,3644-451346
3645,450620,0,top dist and str match,3645-450620
3646,450411,0,dist threshhold,3646-450411
3647,450132,0,top dist and str match,3647-450132
3648,450661,0,dist threshhold,3648-450661
3649,450833,0,dist threshhold,3649-450833
3650,450372,0,dist threshhold,3650-450372
3651,450107,0,top dist and str match,3651-450107
3652,450002,0,top dist and str match,3652-450002
3653,450024,0,top dist and str match,3653-450024
3654,450877,0,normalized average,3654-450877
3655,450668,0,normalized average,3655-450668
3656,670047,0,dist threshhold,3656-670047
3657,450351,0,dist threshhold,3657-450351
3658,450348,0,dist threshhold,3658-450348
3659,451370,0,dist threshhold,3659-451370
3660,670004,0,dist threshhold,3660-670004
3661,451313,0,dist threshhold,3661-451313
3662,451337,0,dist threshhold,3662-451337
3663,450848,0,top dist and str match,3663-450848
3664,670058,0,dist threshhold,3664-670058
3665,450820,16,dist threshhold,3665-450820
3666,450330,0,dist threshhold,3666-450330
3667,670053,0,dist threshhold,3667-670053
